%time,field.header.seq,field.header.stamp,field.header.frame_id,field.info.header.seq,field.info.header.stamp,field.info.header.frame_id,field.info.vehid,field.info.type,field.info.msg_ver,field.info.comm,field.speed,field.position.x,field.position.y,field.position.z,field.yaw,field.wheel_angle,field.quality,field.distance,field.status,field.direction,field.weight,field.correction.x,field.correction.y,field.correction.z,field.reason.reason,field.reason.point.x,field.reason.point.y,field.reason.point.z,field.reason.state
1687473266414998172,2086623,1687473266412101984,,0,0,,1007002,,,,5.06892871857,422.567449187,-1494.63127314,281.174290535,1.52860808372,-0.0385416671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266428658717,2086624,1687473266425688982,,0,0,,1007002,,,,5.07234954834,422.567938007,-1494.55181641,281.161340739,1.52811479568,-0.0416666679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266447931307,2086625,1687473266443841934,,0,0,,1007002,,,,5.07608127594,422.568395459,-1494.4647179,281.147128869,1.52760636806,-0.0416666679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266464765460,2086626,1687473266461879014,,0,0,,1007002,,,,5.04318761826,422.586377744,-1494.47076248,281.158892954,1.52752041817,-0.0437499992549,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266483006465,2086627,1687473266478530883,,0,0,,1007002,,,,5.04642438889,422.587596982,-1494.39306703,281.146486605,1.52696192265,-0.0437499992549,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266501776909,2086628,1687473266495646953,,0,0,,1007002,,,,5.0045170784,422.605799791,-1494.23630066,281.138752494,1.52646970749,-0.0437499992549,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266523419079,2086629,1687473266512881040,,0,0,,1007002,,,,5.00769853592,422.607912827,-1494.15847634,281.126795366,1.52617919445,-0.0447916649282,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266538141677,2086630,1687473266534041881,,0,0,,1007002,,,,4.95572519302,422.635205013,-1493.99142537,281.114888053,1.52555835247,-0.0447916649282,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266552489060,2086631,1687473266546062946,,0,0,,1007002,,,,4.95838165283,422.638009994,-1493.92539769,281.106452344,1.52524137497,-0.0458333343267,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266565849963,2086632,1687473266562912940,,0,0,,1007002,,,,4.9616727829,422.641390478,-1493.84403174,281.096046902,1.52457094193,-0.0458333343267,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266580375318,2086633,1687473266577066898,,0,0,,1007002,,,,4.96484994888,422.64453732,-1493.76638361,281.086107145,1.52390801907,-0.0479166656733,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266600686263,2086634,1687473266596112966,,0,0,,1007002,,,,4.95131015778,422.648731171,-1493.74971206,281.078265971,1.52342033386,-0.0479166656733,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266618843412,2086635,1687473266611563920,,0,0,,1007002,,,,4.95430898666,422.651627146,-1493.67771122,281.06976149,1.52304399014,-0.0479166656733,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266632178326,2086636,1687473266625783920,,0,0,,1007002,,,,4.95759153366,422.654696379,-1493.59941314,281.060504891,1.52232801914,-0.0500000007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266652060094,2086637,1687473266647413969,,0,0,,1007002,,,,4.96162700653,422.658334145,-1493.50365974,281.049173473,1.52155780792,-0.0500000007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266666823006,2086638,1687473266662653923,,0,0,,1007002,,,,4.96173477173,422.671640171,-1493.50806773,281.061324336,1.52127790451,-0.0531250014901,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
